Han_Ji,Chu_Im,Freq,Siann,Un, Tiau 
退,thoe3,,th,oe, 3 
送,song3,,s,ong, 3 
适,koat4,,k,oat, 4 
逃,to5,,t,o, 5 
逅,hoo7,,h,oo, 7 
逆,gek8,,g,ek, 8 
邕,qiong1,,q,iong, 1 
郗,hi1,,h,i, 1 
郝,hek4,,h,ek, 4 
郟,kiap4,,k,iap, 4 
郡,kun7,,k,un, 7 
郢,theng2,,th,eng, 2 
郣,put8,,p,ut, 8 
酌,chhiak4,,chh,iak, 4 
配,phoe3,,ph,oe, 3 
酎,tiu7,,t,iu, 7 
酏,qi5,,q,i, 5 
酒,chhiu2,,chh,iu, 2 
釖,to1,,t,o, 1 
釗,chhiau1,,chh,iau, 1 
釘,teng1,,t,eng, 1 
釘,teng3,,t,eng, 3 
釜,hu2,,h,u, 2 
針,chhiam1,,chh,iam, 1 
針,chhim1,,chh,im, 1 
釞,tip4,,t,ip, 4 
閃,siam2,,s,iam, 2 
陛,pi7,,p,i, 7 
陝,siam2,,s,iam, 2 
陞,seng1,,s,eng, 1 
陟,thek4,,th,ek, 4 
陡,too2,,t,oo, 2 
院,qian7,,q,ian, 7 
陣,tin7,,t,in, 7 
除,ti5,,t,i, 5 
隻,chhek4,,chh,ek, 4 
隼,chhun2,,chh,un, 2 
飢,ki1,0.01 ,k,i, 1 
馬,bann2,,b,ann, 2 
馬,be2,,b,e, 2 
骨,kut4,,k,ut, 4 
高,ko1,,k,o, 1 
髟,piu1,,p,iu, 1 
鬥,too3,,t,oo, 3 
鬯,thiang3,,th,iang, 3 
鬲,kek4,,k,ek, 4 
鬼,kui2,,k,ui, 2 
𠂹,sui5,,s,ui, 5 
𠅗,tia3,,t,ia, 3 
𠅞,seng7,0.01 ,s,eng, 7 
𠈰,tan7,,t,an, 7 
𠉣,hun1,,h,un, 1 
𠉤,tap8,,t,ap, 8 
𠉦,siok4,0.01 ,s,iok, 4 
𠉧,chhi7,,chh,i, 7 
𠉨,kiap4,0.01 ,k,iap, 4 
𠉩,tok8,,t,ok, 8 
𠉪,chiap4,,ch,iap, 4 
𠉫,kong3,,k,ong, 3 
𠜳,phiang1,,ph,iang, 1 
𠜻,qek8,0.01 ,q,ek, 8 
𠝑,qut4,,q,ut, 4 
𠱐,gi7,,g,i, 7 
𠲿,siok4,,s,iok, 4 
𠳝,phoe2,,ph,oe, 2 
𡋯,put8,,p,ut, 8 
𡜮,go2,,g,o, 2 
𡨀,the1,,th,e, 1 
𡱥,chhui5,,chh,ui, 5 
𡴘,heng7,0.01 ,h,eng, 7 
𡷟,long7,,l,ong, 7 
𡷡,qoan5,,q,oan, 5 
𡷢,bong5,,b,ong, 5 
𢂽,kun5,0.01 ,k,un, 5 
𢈚,li7,,l,i, 7 
𢈜,chhong1,,chh,ong, 1 
𢈭,siau1,0.01 ,s,iau, 1 
𢙄,kiong1,0.01 ,k,iong, 1 
𢚁,ki7,,k,i, 7 
𢚺,thun2,,th,un, 2 
𢫶,pai3,0.01 ,p,ai, 3 
𢬳,thut4,,th,ut, 4 
𢭀,soan5,0.01 ,s,oan, 5 
𢭀,soan7,,s,oan, 7 
𣭡,sian2,0.01 ,s,ian, 2 
𣴪,pi3,0.01 ,p,i, 3 
𤔌,qin2,0.01 ,q,in, 2 
𤱌,chhoo2,,chh,oo, 2 
𤿗,boat4,,b,oat, 4 
𥑑,qau3,,q,au, 3 
𥾬,chhi2,0.01 ,chh,i, 2 
𥾯,tiau3,,t,iau, 3 
𦊓,leng2,,l,eng, 2 
𦚢,qe1,,q,e, 1 
𦤃,hong5,0.01 ,h,ong, 5 
𦮯,chhian5,0.01 ,chh,ian, 5 
𩠐,siu2,0.01 ,s,iu, 2 
㑤,baunn7,,b,aunn, 7 
㑮,hun5,,h,un, 5 
㑯,si2,,s,i, 2 
㑰,hui3,,h,ui, 3 
㓭,siat8,,s,iat, 8 
㓵,gok8,,g,ok, 8 
㖠,lonn7,0.01 ,l,onn, 7 
㖤,ham5,,h,am, 5 
㖥,kun7,,k,un, 7 
㛨,khiang2,,kh,iang, 2 
㝛,siok4,0.01 ,s,iok, 4 
㝞,qe1,,q,e, 1 
㝠,beng5,0.01 ,b,eng, 5 
㟙,thek8,,th,ek, 8 
㤻,lun2,,l,un, 2 
㤻,lun3,,l,un, 3 
㥃,bun2,,b,un, 2 
㥄,leng5,,l,eng, 5 
㥍,ki7,0.01 ,k,i, 7 
㧳,phai2,,ph,ai, 2 
㧿,chheng1,,chh,eng, 1 
㫰,long7,,l,ong, 7 
㭨,qia5,0.01 ,q,ia, 5 
㭪,poo1,,p,oo, 1 
㭮,soan2,,s,oan, 2 
㰯,thoo2,,th,oo, 2 
㱣,loe2,,l,oe, 2 
㴉,chhe3,0.01 ,chh,e, 3 
㸔,khan3,0.01 ,kh,an, 3 
㽝,li7,,l,i, 7 
㾌,sian2,,s,ian, 2 
㾏,gai5,,g,ai, 5 
䇢,khoo2,,kh,oo, 2 
䓊,goo5,,g,oo, 5 
䖏,chi2,0.01 ,ch,i, 2 
䝆,hut4,,h,ut, 4 
乾,kan1,,k,an, 1 
乾,khian5,,kh,ian, 5 
乿,ti5,,t,i, 5 
乿,ti7,0.01 ,t,i, 7 
倏,sek4,,s,ek, 4 
倏,siok4,,s,iok, 4 
倕,sui5,,s,ui, 5 
偀,qeng1,,q,eng, 1 
偁,cheng1,,ch,eng, 1 
偂,chhian1,,chh,ian, 1 
偃,qian2,,q,ian, 2 
偄,loan7,,l,oan, 7 
偅,chhiong3,,chh,iong, 3 
偅,chiong1,,ch,iong, 1 
偆,chhong3,,chh,ong, 3 
偆,chun2,,ch,un, 2 
假,he5,0.01 ,h,e, 5 
假,ke1,,k,e, 1 
假,ke2,,k,e, 2 
假,ke3,,k,e, 3 
假,kek4,,k,ek, 4 
偈,ki7,,k,i, 7 
偈,kiat4,,k,iat, 4 
偉,qui2,,q,ui, 2 
偊,qi2,,q,i, 2 
偋,peng2,,p,eng, 2 
偋,peng7,,p,eng, 7 
偌,jia7,,j,ia, 7 
偍,te5,,t,e, 5 
偎,qoe1,,q,oe, 1 
偏,phian1,,ph,ian, 1 
偐,gan7,0.01 ,g,an, 7 
偑,hong1,,h,ong, 1 
偒,thong2,,th,ong, 2 
偓,qak4,,q,ak, 4 
偔,gok8,,g,ok, 8 
偕,kai1,,k,ai, 1 
偗,seng2,,s,eng, 2 
偘,khan2,0.01 ,kh,an, 2 
偙,te3,,t,e, 3 
做,chho3,,chh,o, 3 
做,chhoo3,,chh,oo, 3 
偛,chap4,,ch,ap, 4 
停,theng5,,th,eng, 5 
偝,poe7,,p,oe, 7 
偞,chiap4,,ch,iap, 4 
偞,qiap8,,q,iap, 8 
偟,hong5,,h,ong, 5 
偠,qiau2,,q,iau, 2 
偡,tam2,,t,am, 2 
偢,chiau3,,ch,iau, 3 
偣,qiam1,,q,iam, 1 
偤,qiu5,,q,iu, 5 
健,kian2,,k,ian, 2 
健,kian7,,k,ian, 7 
偦,si1,,s,i, 1 
偧,chhe1,,chh,e, 1 
偩,hu2,,h,u, 2 
偪,pek4,,p,ek, 4 
偫,ti7,,t,i, 7 
偬,chhong2,,chh,ong, 2 
偭,bian7,,b,ian, 7 
偮,chip4,,ch,ip, 4 
偯,qi2,,q,i, 2 
偰,siat4,,s,iat, 4 
偱,sun5,,s,un, 5 
偱,tun7,,t,un, 7 
偲,chai1,,ch,ai, 1 
偲,su1,,s,u, 1 
偳,toan1,,t,oan, 1 
側,chek4,,ch,ek, 4 
偵,chheng1,,chh,eng, 1 
偶,gonn2,,g,onn, 2 
偷,thoo1,,th,oo, 1 
偽,go5,0.01 ,g,o, 5 
偽,gui7,0.01 ,g,ui, 7 
兜,tau1,,t,au, 1 
冕,bian2,,b,ian, 2 
减,kiam2,0.01 ,k,iam, 2 
凰,hong5,,h,ong, 5 
剨,qek8,,q,ek, 8 
剪,chhian2,,chh,ian, 2 
剮,qoe1,,q,oe, 1 
副,hu3,,h,u, 3 
勒,lek8,,l,ek, 8 
動,tong7,,t,ong, 7 
勗,hiok4,,h,iok, 4 
勘,kham3,,kh,am, 3 
務,bu7,,b,u, 7 
匏,pau5,,p,au, 5 
匐,pok8,,p,ok, 8 
匙,si5,,s,i, 5 
匭,khui2,,kh,ui, 2 
匾,pian2,,p,ian, 2 
匿,lek8,,l,ek, 8 
區,khi1,,kh,i, 1 
卨,siat4,,s,iat, 4 
厠,che3,,ch,e, 3 
參,cham1,,ch,am, 1 
參,som1,0.01 ,s,om, 1 
唌,qian5,,q,ian, 5 
唪,hong2,,h,ong, 2 
唫,gim5,0.01 ,g,im, 5 
售,siu5,,s,iu, 5 
唯,qui2,,q,ui, 2 
唯,qui5,,q,ui, 5 
唱,chiang3,,ch,iang, 3 
唲,qai1,,q,ai, 1 
唳,lui7,,l,ui, 7 
唴,khiang3,,kh,iang, 3 
唵,qan3,,q,an, 3 
唸,liam7,,l,iam, 7 
唻,lai2,,l,ai, 2 
唻,lai5,,l,ai, 5 
唼,qap4,,q,ap, 4 
唽,sek4,,s,ek, 4 
唿,hut4,,h,ut, 4 
啀,gai5,,g,ai, 5 
啁,chhiu1,,chh,iu, 1 
啄,tok4,,t,ok, 4 
啅,tok4,,t,ok, 4 
商,siang1,,s,iang, 1 
啇,tek4,,t,ek, 4 
啈,heng3,,h,eng, 3 
啉,lam5,,l,am, 5 
啊,qo3,,q,o, 3 
啋,chai1,,ch,ai, 1 
啋,gek4,,g,ek, 4 
啍,chhun1,,chh,un, 1 
問,bun7,,b,un, 7 
啐,chui3,,ch,ui, 3 
啓,khe2,,kh,e, 2 
啖,tam2,,t,am, 2 
啗,tam2,0.01 ,t,am, 2 
啚,phi2,0.01 ,ph,i, 2 
啚,too5,,t,oo, 5 
啜,choat4,,ch,oat, 4 
啜,toat4,,t,oat, 4 
啞,qa1,,q,a, 1 
啞,qe2,,q,e, 2 
啞,qek4,,q,ek, 4 
啟,khe2,,kh,e, 2 
圇,lun5,,l,un, 5 
圈,khoan5,,kh,oan, 5 
圉,gi2,,g,i, 2 
圊,cheng1,,ch,eng, 1 
國,kok4,,k,ok, 4 
埜,qia2,0.01 ,q,ia, 2 
域,hek8,,h,ek, 8 
埠,poo7,,p,oo, 7 
埡,qoo2,,q,oo, 2 
埤,pi1,,p,i, 1 
埤,pi5,,p,i, 5 
埤,pi7,,p,i, 7 
埦,qoan2,0.01 ,q,oan, 2 
埭,te7,,t,e, 7 
埰,chai3,,ch,ai, 3 
執,chhip4,,chh,ip, 4 
培,poe5,,p,oe, 5 
基,ki1,,k,i, 1 
埽,so3,0.01 ,s,o, 3 
堀,khut4,,kh,ut, 4 
堂,tong5,,t,ong, 5 
堅,kian1,,k,ian, 1 
堆,tui1,,t,ui, 1 
堇,kin2,,k,in, 2 
堊,qok4,,q,ok, 4 
堵,too2,,t,oo, 2 
夠,koo3,,k,oo, 3 
奢,chia1,,ch,ia, 1 
娬,bu2,0.01 ,b,u, 2 
娶,chi3,,ch,i, 3 
娼,chiang1,,ch,iang, 1 
娿,qo2,,q,o, 2 
婁,loo5,,l,oo, 5 
婆,po5,,p,o, 5 
婉,qoan2,,q,oan, 2 
婊,piau2,,p,iau, 2 
婐,qo2,,q,o, 2 
婕,chhiat8,,chh,iat, 8 
婘,koan5,,k,oan, 5 
婚,hun1,,h,un, 1 
婢,pi7,,p,i, 7 
婣,qian1,,q,ian, 1 
婣,qin1,0.01 ,q,in, 1 
婦,hu7,,h,u, 7 
婪,lam1,,l,am, 1 
婬,qim5,,q,im, 5 
婭,qa3,,q,a, 3 
媎,chhia2,,chh,ia, 2 
孰,siok8,,s,iok, 8 
宿,siok4,,s,iok, 4 
宿,siu3,,s,iu, 3 
寀,chai2,,ch,ai, 2 
寁,chhiat8,,chh,iat, 8 
寂,chhek8,,chh,ek, 8 
寄,ki3,,k,i, 3 
寅,qin5,,q,in, 5 
密,bit8,,b,it, 8 
寇,khoo3,,kh,oo, 3 
將,chhiang1,,chh,iang, 1 
將,chhiang3,,chh,iang, 3 
將,chiang1,0.01 ,ch,iang, 1 
專,chhoan1,,chh,oan, 1 
尉,qui3,,q,ui, 3 
屙,qo1,,q,o, 1 
屛,peng2,,p,eng, 2 
屠,too5,,t,oo, 5 
崆,khong1,,kh,ong, 1 
崇,chhong5,,chh,ong, 5 
崈,chhong5,,chh,ong, 5 
崋,hoa5,0.01 ,h,oa, 5 
崍,lai5,,l,ai, 5 
崎,ki5,,k,i, 5 
崑,khun1,,kh,un, 1 
崒,chhui7,,chh,ui, 7 
崒,chhut8,,chh,ut, 8 
崒,chui3,,ch,ui, 3 
崔,chui1,,ch,ui, 1 
崖,gai5,,g,ai, 5 
崗,kong1,0.01 ,k,ong, 1 
崘,lun5,0.01 ,l,un, 5 
崘,lun7,,l,un, 7 
崙,lun5,,l,un, 5 
崙,lun7,,l,un, 7 
崛,kut8,,k,ut, 8 
崞,kok4,,k,ok, 4 
崢,chheng1,,chh,eng, 1 
崤,gaunn5,,g,aunn, 5 
崧,siong5,,s,iong, 5 
崩,peng1,,p,eng, 1 
巢,chhau5,,chh,au, 5 
巢,chhau7,0.10 ,chh,au, 7 
帳,tiang3,,t,iang, 3 
帶,tai3,,t,ai, 3 
帷,qui5,,q,ui, 5 
常,siang5,,s,iang, 5 
庲,lai5,,l,ai, 5 
庳,pi7,,p,i, 7 
庵,qam1,,q,am, 1 
庶,si3,,s,i, 3 
康,khong1,,kh,ong, 1 
庸,qiong5,,q,iong, 5 
庾,ji2,,j,i, 2 
張,tiang1,,t,iang, 1 
強,kiang2,,k,iang, 2 
強,kiang5,,k,iang, 5 
強,kiang7,0.10 ,k,iang, 7 
彗,hui7,,h,ui, 7 
彩,chai2,,ch,ai, 2 
彪,piu1,,p,iu, 1 
彫,tiau1,,t,iau, 1 
彬,pin1,,p,in, 1 
得,tek4,,t,ek, 4 
徘,pai5,,p,ai, 5 
徙,si2,,s,i, 2 
從,chhiong5,,chh,iong, 5 
從,chhiong7,,chh,iong, 7 
從,chiong1,,ch,iong, 1 
從,chiong3,0.01 ,ch,iong, 3 
徠,lai5,0.01 ,l,ai, 5 
徠,lai7,,l,ai, 7 
御,ge7,0.01 ,g,e, 7 
御,gi2,,g,i, 2 
御,gi7,,g,i, 7 
悉,sit4,,s,it, 4 
悠,qiu1,,q,iu, 1 
患,hoan7,,h,oan, 7 
悤,chong1,,ch,ong, 1 
您,lin2,,l,in, 2 
悰,chhong1,,chh,ong, 1 
悱,hui2,,h,ui, 2 
悴,chhui7,,chh,ui, 7 
悵,tiang3,,t,iang, 3 
悸,khui3,,kh,ui, 3 
悸,kui3,,k,ui, 3 
悻,heng2,,h,eng, 2 
悼,to7,,t,o, 7 
悽,che1,,ch,e, 1 
悾,khong1,,kh,ong, 1 
情,chheng5,,chh,eng, 5 
惆,tiu5,,t,iu, 5 
惇,chhun1,,chh,un, 1 
惇,sun5,,s,un, 5 
惈,ko2,,k,o, 2 
惍,kim1,,k,im, 1 
惏,lam1,0.01 ,l,am, 1 
惓,khoan5,,kh,oan, 5 
惓,koan7,,k,oan, 7 
惔,tam5,,t,am, 5 
惔,tam7,,t,am, 7 
惕,thek4,,th,ek, 4 
惘,bong2,,b,ong, 2 
惙,toat4,,t,oat, 4 
惚,hut4,,h,ut, 4 
惛,hun1,,h,un, 1 
惜,sek4,,s,ek, 4 
惟,qui5,,q,ui, 5 
惧,ki7,0.01 ,k,i, 7 
戚,chek4,,ch,ek, 4 
戛,khat4,,kh,at, 4 
扈,hoo7,,h,oo, 7 
捧,hong2,,h,ong, 2 
捨,sia2,,s,ia, 2 
捩,liat8,,l,iat, 8 
捫,bun2,,b,un, 2 
捫,bun5,,b,un, 5 
据,ki3,,k,i, 3 
捰,qo2,,q,o, 2 
捱,gai5,,g,ai, 5 
捲,koan2,,k,oan, 2 
捷,chhiat8,,chh,iat, 8 
捺,lat8,,l,at, 8 
捻,liam3,,l,iam, 3 
捽,chhut4,,chh,ut, 4 
捾,qoat4,,q,oat, 4 
捿,se1,0.01 ,s,e, 1 
掀,hian1,,h,ian, 1 
掃,so3,,s,o, 3 
掄,lun5,,l,un, 5 
掅,cheng3,,ch,eng, 3 
掇,toat4,,t,oat, 4 
授,siu7,,s,iu, 7 
掉,thiau2,,th,iau, 2 
掊,poe5,,p,oe, 5 
掋,ti2,0.01 ,t,i, 2 
掎,qi2,,q,i, 2 
掐,khip8,,kh,ip, 8 
排,pai5,,p,ai, 5 
掖,qek8,,q,ek, 8 
掗,qoa2,,q,oa, 2 
掘,kut8,,k,ut, 8 
掛,khoa3,,kh,oa, 3 
掞,qiam3,,q,iam, 3 
掞,siam2,,s,iam, 2 
掟,teng7,,t,eng, 7 
掠,liak8,,l,iak, 8 
採,chai2,,ch,ai, 2 
探,tham1,,th,am, 1 
探,tham3,,th,am, 3 
接,chhiap4,,chh,iap, 4 
掦,thek4,,th,ek, 4 
控,khong3,,kh,ong, 3 
推,chui1,,ch,ui, 1 
推,thui1,,th,ui, 1 
掩,qiam2,,q,iam, 2 
措,choo3,,ch,oo, 3 
掬,kiok4,,k,iok, 4 
敎,kau3,0.01 ,k,au, 3 
敏,bin2,,b,in, 2 
救,kiu3,,k,iu, 3 
敔,gi2,,g,i, 2 
敕,thit4,,th,it, 4 
敖,go5,,g,o, 5 
敗,pai7,,p,ai, 7 
教,kau3,,k,au, 3 
敝,pi7,,p,i, 7 
斛,hak8,,h,ak, 8 
斜,sia5,,s,ia, 5 
斬,chham2,,chh,am, 2 
旋,soan5,,s,oan, 5 
旌,chheng1,,chh,eng, 1 
旎,linn5,,l,inn, 5 
族,chhok8,,chh,ok, 8 
晚,boan2,,b,oan, 2 
晝,tiu3,,t,iu, 3 
晞,hi1,,h,i, 1 
晡,poo1,,p,oo, 1 
晢,chhiat4,,chh,iat, 4 
晤,goo7,,g,oo, 7 
晦,hoe3,,h,oe, 3 
晨,sin5,,s,in, 5 
曹,chho5,,chh,o, 5 
曼,ban5,,b,an, 5 
曼,ban7,,b,an, 7 
望,bong5,,b,ong, 5 
望,bong7,,b,ong, 7 
桮,poe1,0.01 ,p,oe, 1 
桱,keng3,,k,eng, 3 
桴,hu1,,h,u, 1 
桶,thong2,,th,ong, 2 
桷,kak4,,k,ak, 4 
桺,liu2,0.01 ,l,iu, 2 
桼,chip4,,ch,ip, 4 
梁,liang5,,l,iang, 5 
梃,theng2,,th,eng, 2 
梅,boe5,,b,oe, 5 
梆,pang1,,p,ang, 1 
梌,too5,,t,oo, 5 
梏,khok4,,kh,ok, 4 
梓,chhu2,,chh,u, 2 
梗,keng7,,k,eng, 7 
梘,keng2,,k,eng, 2 
梘,kian2,,k,ian, 2 
梜,kiap4,0.01 ,k,iap, 4 
條,tiau5,,t,iau, 5 
梟,hiau1,,h,iau, 1 
梠,li7,,l,i, 7 
梢,sau1,,s,au, 1 
梤,hun1,,h,un, 1 
梦,bong7,0.01 ,b,ong, 7 
梧,goo5,,g,oo, 5 
梨,lai5,,l,ai, 5 
梩,li5,,l,i, 5 
梫,chim2,,ch,im, 2 
梭,so1,,s,o, 1 
梯,the1,,th,e, 1 
械,hai7,,h,ai, 7 
梱,khun2,,kh,un, 2 
梲,chhoat4,,chh,oat, 4 
梵,hoan7,,h,oan, 7 
棄,khi3,,kh,i, 3 
欲,qiok8,,q,iok, 8 
欵,khoan2,,kh,oan, 2 
欷,hi1,,h,i, 1 
欸,qai1,,q,ai, 1 
欸,qai2,,q,ai, 2 
欸,qo3,,q,o, 3 
殍,piau2,,p,iau, 2 
殺,sai3,,s,ai, 3 
殺,sat4,,s,at, 4 
毫,ho5,,h,o, 5 
毬,kiu5,,k,iu, 5 
涎,qian5,,q,ian, 5 
涪,hu5,,h,u, 5 
涬,that8,,th,at, 8 
涯,gai5,,g,ai, 5 
涰,toat4,,t,oat, 4 
液,qek8,,q,ek, 8 
涵,ham5,,h,am, 5 
涸,hok4,,h,ok, 4 
涺,ki1,,k,i, 1 
涼,liang5,,l,iang, 5 
涿,tok4,,t,ok, 4 
淂,tek4,,t,ek, 4 
淄,chhu1,,chh,u, 1 
淅,sek4,,s,ek, 4 
淆,gaunn5,,g,aunn, 5 
淇,ki5,,k,i, 5 
淈,khut8,,kh,ut, 8 
淈,tut8,,t,ut, 8 
淊,qam2,,q,am, 2 
淋,lim5,,l,im, 5 
淑,siok4,,s,iok, 4 
淒,che1,,ch,e, 1 
淖,chhau7,,chh,au, 7 
淘,to5,,t,o, 5 
淙,chhong1,,chh,ong, 1 
淚,lui7,,l,ui, 7 
淛,chhiat4,0.01 ,chh,iat, 4 
淝,hui5,,h,ui, 5 
淞,siong5,,s,iong, 5 
淠,pi3,,p,i, 3 
淡,tam7,,t,am, 7 
淢,hek8,,h,ek, 8 
淤,qi1,,q,i, 1 
淨,chheng7,,chh,eng, 7 
淩,leng5,,l,eng, 5 
淪,lun5,,l,un, 5 
淫,qim5,,q,im, 5 
淬,sui3,,s,ui, 3 
淮,hoai5,,h,oai, 5 
深,chim1,,ch,im, 1 
淳,sun5,,s,un, 5 
淵,qian1,,q,ian, 1 
混,hun7,,h,un, 7 
淹,qiam1,,q,iam, 1 
淹,qiam3,,q,iam, 3 
淺,chian2,,ch,ian, 2 
添,thiam1,,th,iam, 1 
清,cheng1,,ch,eng, 1 
渚,chhi2,,chh,i, 2 
烱,keng2,,k,eng, 2 
烴,keng7,,k,eng, 7 
烹,pheng1,,ph,eng, 1 
烺,long2,,l,ong, 2 
烺,long7,,l,ong, 7 
烼,chhin1,,chh,in, 1 
烽,hong1,,h,ong, 1 
焁,hi1,,h,i, 1 
焄,hun1,,h,un, 1 
焇,siau1,,s,iau, 1 
焇,siok8,,s,iok, 8 
焉,qian1,,q,ian, 1 
爽,song2,,s,ong, 2 
牽,khian1,,kh,ian, 1 
牽,khian3,,kh,ian, 3 
牿,khok4,,kh,ok, 4 
猇,gaunn5,,g,aunn, 5 
猊,ge5,,g,e, 5 
猖,chiang1,,ch,iang, 1 
猗,qi1,,q,i, 1 
猗,qo1,,q,o, 1 
猛,beng2,,b,eng, 2 
猜,chai1,,ch,ai, 1 
率,sut4,,s,ut, 4 
珴,go5,,g,o, 5 
珸,goo5,,g,oo, 5 
現,hian7,,h,ian, 7 
球,kiu5,,k,iu, 5 
琅,long5,,l,ong, 5 
理,li2,,l,i, 2 
琇,siu3,,s,iu, 3 
琈,hu1,,h,u, 1 
琊,qia5,,q,ia, 5 
瓠,hoo5,,h,oo, 5 
瓶,pin5,,p,in, 5 
瓷,chhu5,,chh,u, 5 
甛,tiam5,0.01 ,t,iam, 5 
甜,tiam5,,t,iam, 5 
產,san2,,s,an, 2 
畢,pit4,,p,it, 4 
畣,tap4,0.01 ,t,ap, 4 
畤,si7,,s,i, 7 
畤,ti7,,t,i, 7 
略,liak8,,l,iak, 8 
畦,he5,,h,e, 5 
畧,liak8,0.01 ,l,iak, 8 
異,qi7,,q,i, 7 
疏,soo1,,s,oo, 1 
疏,soo3,,s,oo, 3 
疵,chu5,,ch,u, 5 
痊,choan1,,ch,oan, 1 
痍,qi5,,q,i, 5 
痐,hoe5,,h,oe, 5 
痒,qiang5,,q,iang, 5 
痔,ti7,,t,i, 7 
痕,hun5,,h,un, 5 
皎,kiau2,,k,iau, 2 
皐,ko1,0.01 ,k,o, 1 
盒,qap8,,q,ap, 8 
盔,khoe1,,kh,oe, 1 
盖,kai3,0.01 ,k,ai, 3 
盗,to7,0.01 ,t,o, 7 
盛,seng5,,s,eng, 5 
盛,seng7,,s,eng, 7 
眦,che2,,ch,e, 2 
眭,he2,,h,e, 2 
眯,bi2,,b,i, 2 
眶,khong1,,kh,ong, 1 
眷,koan3,,k,oan, 3 
眸,boo5,,b,oo, 5 
眺,thiau3,,th,iau, 3 
眼,gan2,,g,an, 2 
着,chhiak8,,chh,iak, 8 
砦,chhe7,,chh,e, 7 
硃,chhu1,,chh,u, 1 
硎,heng5,,h,eng, 5 
硏,gian2,0.01 ,g,ian, 2 
硫,liu5,,l,iu, 5 
祣,li2,,l,i, 2 
祥,siang5,,s,iang, 5 
祧,thiau1,,th,iau, 1 
票,phiau3,,ph,iau, 3 
祭,chhe3,,chh,e, 3 
离,li5,,l,i, 5 
移,qi5,,q,i, 5 
窑,qiau5,0.01 ,q,iau, 5 
窒,chhit4,,chh,it, 4 
窒,lit4,,l,it, 4 
窓,chong1,0.01 ,ch,ong, 1 
窔,biau2,,b,iau, 2 
窕,thiau2,,th,iau, 2 
竟,keng2,,k,eng, 2 
章,chhiang1,,chh,iang, 1 
笘,chiam1,,ch,iam, 1 
笙,seng1,,s,eng, 1 
笝,lap8,,l,ap, 8 
笞,thi1,,th,i, 1 
笠,lip8,,l,ip, 8 
笡,chiann1,,ch,iann, 1 
笣,pau1,,p,au, 1 
笤,tiau5,,t,iau, 5 
笥,su1,0.10 ,s,u, 1 
符,hu5,,h,u, 5 
笨,pun7,,p,un, 7 
笩,poe7,,p,oe, 7 
笫,chhi2,,chh,i, 2 
第,te7,,t,e, 7 
笮,chhe3,,chh,e, 3 
笮,tek4,,t,ek, 4 
笱,koo2,,k,oo, 2 
笳,ke1,,k,e, 1 
粒,liap8,,l,iap, 8 
粒,lip8,,l,ip, 8 
粕,phok4,,ph,ok, 4 
粗,choo1,,ch,oo, 1 
粘,liam5,0.01 ,l,iam, 5 
粚,thi1,,th,i, 1 
紩,tiat8,,t,iat, 8 
紬,thiu1,,th,iu, 1 
紬,tiu5,,t,iu, 5 
累,lui2,,l,ui, 2 
累,lui5,,l,ui, 5 
累,lui7,,l,ui, 7 
細,se3,,s,e, 3 
紱,hut4,,h,ut, 4 
紲,siat4,,s,iat, 4 
紳,sin1,,s,in, 1 
紵,thi2,,th,i, 2 
紹,siau7,,s,iau, 7 
紺,kham3,,kh,am, 3 
紼,hut4,,h,ut, 4 
紾,chhin2,,chh,in, 2 
終,chhiong1,,chh,iong, 1 
絃,hian5,,h,ian, 5 
組,chhoo2,,chh,oo, 2 
絅,keng2,,k,eng, 2 
絆,poan3,,p,oan, 3 
絇,ku5,,k,u, 5 
統,thong2,,th,ong, 2 
罣,khoa3,0.01 ,kh,oa, 3 
羚,leng5,,l,eng, 5 
羜,thi2,,th,i, 2 
羝,te1,,t,e, 1 
羞,siu1,,s,iu, 1 
翊,qek8,,q,ek, 8 
翌,qek8,,q,ek, 8 
習,sip8,,s,ip, 8 
耜,su7,,s,u, 7 
聃,tam1,,t,am, 1 
聆,leng5,,l,eng, 5 
聊,liau5,,l,iau, 5 
脗,bun2,,b,un, 2 
脚,kiak4,0.01 ,k,iak, 4 
脛,keng7,,k,eng, 7 
脞,cho3,,ch,o, 3 
脢,boe5,,b,oe, 5 
脣,tun5,,t,un, 5 
脩,siu1,,s,iu, 1 
脫,thoat4,,th,oat, 4 
脯,hu2,,h,u, 2 
脰,too7,,t,oo, 7 
脱,thoe3,0.01 ,th,oe, 3 
舂,chhiong1,,chh,iong, 1 
舲,leng5,,l,eng, 5 
舵,to7,,t,o, 7 
舶,pek8,,p,ek, 8 
舷,hian5,,h,ian, 5 
舸,kho2,,kh,o, 2 
船,choan5,,ch,oan, 5 
艴,hut4,,h,ut, 4 
艴,put8,,p,ut, 8 
茝,chhi2,0.01 ,chh,i, 2 
荰,too7,,t,oo, 7 
荳,too7,,t,oo, 7 
荵,jim2,,j,im, 2 
荷,ho5,,h,o, 5 
荷,ho7,,h,o, 7 
荸,phut8,,ph,ut, 8 
荻,tek8,,t,ek, 8 
荼,too5,,t,oo, 5 
荽,sui1,,s,ui, 1 
莅,li7,,l,i, 7 
莅,linn7,,l,inn, 7 
莆,hu2,,h,u, 2 
莆,poo5,,p,oo, 5 
莈,but8,,b,ut, 8 
莉,li5,,l,i, 5 
莊,chhong1,0.01 ,chh,ong, 1 
